epoch,iteration,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc,elapsed_time
0,0,,,,,,27726.326171875,0.6304588785046729,0.5,0.31522943925233643,0.39747839748536984,24.871901
0,0,27726.326171875,0.633625,0.5,0.3168125,0.401480640625,,,,,,25.545628
0,1,27726.326171875,0.688,0.5,0.344,0.47334399999999993,,,,,,25.615165
0,2,27726.326171875,0.807225,0.5,0.4036125,0.6516122006249999,,,,,,25.677694
0,3,27726.326171875,0.6416,0.5,0.3208,0.41165055999999994,,,,,,25.744466
0,4,27726.326171875,0.580375,0.5,0.2901875,0.336835140625,,,,,,25.806604
0,5,27726.326171875,0.774875,0.5,0.3874375,0.6004312656249999,,,,,,25.873102
0,6,27726.326171875,0.5577,0.5,0.27885,0.31102928999999996,,,,,,25.935336
0,7,27726.326171875,0.450925,0.5,0.2254625,0.20333335562500002,,,,,,26.000538
0,8,27726.326171875,0.60945,0.5,0.304725,0.37142930250000006,,,,,,26.062977
0,9,27726.326171875,0.81695,0.5,0.408475,0.6674073024999999,,,,,,26.128638
0,10,27726.326171875,0.622875,0.5,0.3114375,0.38797326562499995,,,,,,26.191221
0,11,27726.326171875,0.662825,0.5,0.3314125,0.439336980625,,,,,,26.258404
0,12,27726.326171875,0.370425,0.5,0.1852125,0.137214680625,,,,,,26.328664
0,13,27726.326171875,0.895425,0.5,0.4477125,0.801785930625,,,,,,26.397234
0,14,27726.326171875,0.73885,0.5,0.369425,0.5458993225000001,,,,,,26.459727
0,15,27726.326171875,0.6992,0.5,0.3496,0.4888806400000001,,,,,,26.526918
0,16,27726.326171875,0.794825,0.5,0.3974125,0.631746780625,,,,,,26.59026
0,17,27726.326171875,0.663225,0.5,0.3316125,0.43986740062499996,,,,,,26.657666
0,18,27726.326171875,0.664875,0.5,0.3324375,0.442058765625,,,,,,26.720778
0,19,27726.326171875,0.6367,0.5,0.31835,0.40538689000000006,,,,,,26.786778
0,20,27726.326171875,0.668525,0.5,0.3342625,0.4469256756250001,,,,,,26.849306
0,21,27726.326171875,0.60865,0.5,0.304325,0.3704548225,,,,,,26.915918
0,22,27726.326171875,0.474675,0.5,0.2373375,0.22531635562500002,,,,,,26.978528
0,23,27726.326171875,0.6213,0.5,0.31065,0.38601368999999996,,,,,,27.046433
0,24,27726.326171875,0.75845,0.5,0.379225,0.5752464024999999,,,,,,27.109539
0,25,27726.326171875,0.60035,0.5,0.300175,0.36042012250000005,,,,,,27.176073
0,26,27726.326171875,0.606975,0.5,0.3034875,0.36841865062500007,,,,,,27.238155
0,27,27726.326171875,0.576925,0.5,0.2884625,0.33284245562500003,,,,,,27.304127
0,28,27726.326171875,0.7489,0.5,0.37445,0.56085121,,,,,,27.366626
0,29,27726.326171875,0.69355,0.5,0.346775,0.4810116025,,,,,,27.433458
0,30,27726.326171875,0.546825,0.5,0.2734125,0.299017580625,,,,,,27.495521
0,31,27726.326171875,0.6554,0.5,0.3277,0.42954916,,,,,,27.561303
0,32,27726.326171875,0.825725,0.5,0.4128625,0.681821775625,,,,,,27.623513
0,33,27726.326171875,0.68305,0.5,0.341525,0.46655730250000005,,,,,,27.689632
0,34,27726.326171875,0.349,0.5,0.1745,0.12180099999999998,,,,,,27.752019
0,35,27726.326171875,0.848275,0.5,0.4241375,0.719570475625,,,,,,27.819131
0,36,27726.326171875,0.541475,0.5,0.2707375,0.293195175625,,,,,,27.881497
0,37,27726.326171875,0.49085,0.5,0.245425,0.2409337225,,,,,,27.947305
0,38,27726.326171875,0.778475,0.5,0.3892375,0.606023325625,,,,,,28.009401
0,39,27726.326171875,0.464975,0.5,0.2324875,0.21620175062500002,,,,,,28.076832
0,40,27726.326171875,0.687475,0.5,0.3437375,0.4726218756249999,,,,,,28.13963
0,41,27726.326171875,0.716375,0.5,0.3581875,0.513193140625,,,,,,28.206641
0,42,27726.326171875,0.80735,0.5,0.403675,0.6518140225,,,,,,28.269169
0,43,27726.326171875,0.5225,0.5,0.26125,0.27300624999999995,,,,,,28.335725
0,44,27726.326171875,0.76575,0.5,0.382875,0.5863730625000001,,,,,,28.399564
0,45,27726.326171875,0.6357,0.5,0.31785,0.40411449000000005,,,,,,28.46629
0,46,27726.326171875,0.764975,0.5,0.3824875,0.5851867506249999,,,,,,28.529829
0,47,27726.326171875,0.4729,0.5,0.23645,0.22363440999999998,,,,,,28.595746
0,48,27726.326171875,0.565175,0.5,0.2825875,0.31942278062499996,,,,,,28.658427
0,49,27726.326171875,0.69345,0.5,0.346725,0.48087290250000003,,,,,,28.724937
0,50,27726.326171875,0.6285,0.5,0.31425,0.39501224999999995,,,,,,28.788357
0,51,27726.326171875,0.682325,0.5,0.3411625,0.46556740562499993,,,,,,28.855064
0,52,27726.326171875,0.822875,0.5,0.4114375,0.677123265625,,,,,,28.91719
0,53,27726.326171875,0.2598,0.5,0.1299,0.06749604,,,,,,28.98362
0,54,27726.326171875,0.6746,0.5,0.3373,0.45508516,,,,,,29.046406
0,55,27726.326171875,0.686625,0.5,0.3433125,0.47145389062500004,,,,,,29.112189
0,56,27726.326171875,0.0,0.0,0.0,0.0,,,,,,29.175572
0,57,27726.326171875,0.5997,0.5,0.29985,0.35964009,,,,,,29.242771
0,58,27726.326171875,0.65025,0.5,0.325125,0.4228250625,,,,,,29.306792
0,59,27726.326171875,0.68255,0.5,0.341275,0.4658745025,,,,,,29.373981
0,60,27726.326171875,0.658175,0.5,0.3290875,0.43319433062499996,,,,,,29.436625
0,61,27726.326171875,0.472325,0.5,0.2361625,0.223090905625,,,,,,29.502602
0,62,27726.326171875,0.672375,0.5,0.3361875,0.4520881406249999,,,,,,29.565409
0,63,27726.326171875,0.5023,0.5,0.25115,0.25230528999999996,,,,,,29.632572
0,64,27726.326171875,0.37585,0.5,0.187925,0.1412632225,,,,,,29.695154
0,65,27726.326171875,0.5527,0.5,0.27635,0.30547728999999996,,,,,,29.761253
0,66,27726.326171875,0.7033,0.5,0.35165,0.49463089000000005,,,,,,29.824361
0,67,27726.326171875,0.497025,0.5,0.2485125,0.247033850625,,,,,,29.890807
0,68,27726.326171875,0.533875,0.5,0.2669375,0.285022515625,,,,,,29.953215
0,69,27726.326171875,0.3883,0.5,0.19415,0.15077689,,,,,,30.020738
0,70,27726.326171875,0.74815,0.5,0.374075,0.5597284225,,,,,,30.091948
0,71,27726.326171875,0.504325,0.5,0.2521625,0.254343705625,,,,,,30.159702
0,72,27726.326171875,0.56835,0.5,0.284175,0.32302172250000005,,,,,,30.221699
0,73,27726.326171875,0.3299,0.5,0.16495,0.10883401000000002,,,,,,30.287877
0,74,27726.326171875,0.670575,0.5,0.3352875,0.449670830625,,,,,,30.350481
0,75,27726.326171875,0.4912,0.5,0.2456,0.24127744000000004,,,,,,30.416613
0,76,27726.326171875,0.70405,0.5,0.352025,0.49568640249999996,,,,,,30.48073
0,77,27726.326171875,0.60945,0.5,0.304725,0.37142930250000006,,,,,,30.546648
0,78,27726.326171875,0.4975,0.5,0.24875,0.24750625,,,,,,30.608956
0,79,27726.326171875,0.6328,0.5,0.3164,0.40043584000000004,,,,,,30.675566
0,80,27726.326171875,0.64505,0.5,0.322525,0.41608950250000004,,,,,,30.737863
0,81,27726.326171875,0.350425,0.5,0.1752125,0.12279768062499999,,,,,,30.804741
0,82,27726.326171875,0.5073,0.5,0.25365,0.25735328999999996,,,,,,30.867693
0,83,27726.326171875,0.5221,0.5,0.26105,0.27258841,,,,,,30.934588
0,84,27726.326171875,0.5862,0.5,0.2931,0.34363044000000004,,,,,,30.996783
0,85,27726.326171875,0.804,0.5,0.402,0.6464160000000001,,,,,,31.063378
0,86,27726.326171875,0.518475,0.5,0.2592375,0.268816325625,,,,,,31.126069
0,87,27726.326171875,0.530075,0.5,0.2650375,0.28097950562499996,,,,,,31.193001
0,88,27726.326171875,0.710325,0.5,0.3551625,0.504561605625,,,,,,31.255682
0,89,27726.326171875,0.5754,0.5,0.2877,0.33108516000000004,,,,,,31.321957
0,90,27726.326171875,0.693875,0.5,0.3469375,0.48146251562500003,,,,,,31.385754
0,91,27726.326171875,0.767075,0.5,0.3835375,0.588404055625,,,,,,31.452222
0,92,27726.326171875,0.4233,0.5,0.21165,0.17918289,,,,,,31.515026
0,93,27726.326171875,0.612075,0.5,0.3060375,0.37463580562500004,,,,,,31.581674
0,94,27726.326171875,0.65585,0.5,0.327925,0.4301392225000001,,,,,,31.645859
0,95,27726.326171875,0.698,0.5,0.349,0.4872039999999999,,,,,,31.711968
0,96,27726.326171875,0.790325,0.5,0.3951625,0.6246136056250001,,,,,,31.774676
0,97,27726.326171875,0.641025,0.5,0.3205125,0.41091305062499994,,,,,,31.841795
0,98,27726.326171875,0.777225,0.5,0.3886125,0.6040787006250001,,,,,,31.903885
0,99,27726.326171875,0.565525,0.5,0.2827625,0.31981852562500007,,,,,,31.969831
0,100,27726.326171875,0.5323,0.5,0.26615,0.28334328999999997,,,,,,32.031652
0,101,27726.326171875,0.758425,0.5,0.3792125,0.5752084806250001,,,,,,32.097089
0,102,27726.326171875,0.627675,0.5,0.3138375,0.39397590562499996,,,,,,32.160437
0,103,27726.326171875,0.53455,0.5,0.267275,0.2857437025,,,,,,32.229609
0,104,27726.326171875,0.748525,0.5,0.3742625,0.560289675625,,,,,,32.291955
0,105,27726.326171875,0.577225,0.5,0.2886125,0.333188700625,,,,,,32.359583
0,106,27726.326171875,0.547775,0.5,0.2738875,0.300057450625,,,,,,32.422176
0,107,27726.326171875,0.688225,0.5,0.3441125,0.473653650625,,,,,,32.488278
0,108,27726.326171875,0.774675,0.5,0.3873375,0.600121355625,,,,,,32.550675
0,109,27726.326171875,0.772375,0.5,0.3861875,0.596563140625,,,,,,32.617148
0,110,27726.326171875,0.8267,0.5,0.41335,0.68343289,,,,,,32.67999
0,111,27726.326171875,0.64,0.5,0.32,0.4096,,,,,,32.74596
0,112,27726.326171875,0.5572,0.5,0.2786,0.31047184000000005,,,,,,32.808766
0,113,27726.326171875,0.560275,0.5,0.2801375,0.31390807562499995,,,,,,32.876449
0,114,27726.326171875,0.449075,0.5,0.2245375,0.201668355625,,,,,,32.939002
0,115,27726.326171875,0.583475,0.5,0.2917375,0.340443075625,,,,,,33.006413
0,116,27726.326171875,0.53115,0.5,0.265575,0.2821203225,,,,,,33.068864
0,117,27726.326171875,0.61315,0.5,0.306575,0.37595292249999995,,,,,,33.135163
0,118,27726.326171875,0.7228,0.5,0.3614,0.52243984,,,,,,33.197861
0,119,27726.326171875,0.5351,0.5,0.26755,0.28633201,,,,,,33.264372
0,120,27726.326171875,0.67175,0.5,0.335875,0.45124806249999994,,,,,,33.326792
0,121,27726.326171875,0.762175,0.5,0.3810875,0.5809107306250001,,,,,,33.395502
0,122,27726.326171875,0.7266,0.5,0.3633,0.52794756,,,,,,33.4583
0,123,27726.326171875,0.789025,0.5,0.3945125,0.622560450625,,,,,,33.525313
0,124,27726.326171875,0.6885,0.5,0.34425,0.47403225,,,,,,33.587715
0,125,27726.326171875,0.794075,0.5,0.3970375,0.630555105625,,,,,,33.65409
0,126,27726.326171875,0.0,0.0,0.0,0.0,,,,,,33.716327
0,127,27726.326171875,0.578325,0.5,0.2891625,0.334459805625,,,,,,33.782486
0,128,27726.326171875,0.4925,0.5,0.24625,0.24255625,,,,,,33.844859
0,129,27726.326171875,0.446325,0.5,0.2231625,0.19920600562500002,,,,,,33.911416
0,130,27726.326171875,0.6834,0.5,0.3417,0.46703556,,,,,,33.973424
0,131,27726.326171875,0.630075,0.5,0.3150375,0.39699450562500005,,,,,,34.041645
0,132,27726.326171875,0.739975,0.5,0.3699875,0.5475630006250001,,,,,,34.105807
0,133,27726.326171875,0.573675,0.5,0.2868375,0.32910300562500006,,,,,,34.172881
0,134,27726.326171875,0.39965,0.5,0.199825,0.1597201225,,,,,,34.235166
0,135,27726.326171875,0.40085,0.5,0.200425,0.16068072249999998,,,,,,34.301385
0,136,27726.326171875,0.5663,0.5,0.28315,0.32069569000000003,,,,,,34.363846
0,137,27726.326171875,0.733375,0.5,0.3666875,0.537838890625,,,,,,34.42978
0,138,27726.326171875,0.620325,0.5,0.3101625,0.38480310562500003,,,,,,34.493502
0,139,27726.326171875,0.571525,0.5,0.2857625,0.32664082562499996,,,,,,34.558886
